
2019-02-04 14:31:44 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:31:44 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:31:44 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:31:44 SEVERE: OAuth token insertion failed: () 
2019-02-04 14:38:26 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:38:26 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:38:26 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'zohooauth'
2019-02-04 14:38:26 SEVERE: OAuth token insertion failed: () 
2019-02-04 14:41:14 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'HAHAzohooauth'
2019-02-04 14:41:14 SEVERE: Deleting  oauthtokens failed: () 
2019-02-04 14:41:14 SEVERE: Failed to connect to MySQL: (1044) Access denied for user 'sodcorg'@'localhost' to database 'HAHAzohooauth'
2019-02-04 14:41:14 SEVERE: OAuth token insertion failed: () 
2019-06-25 09:28:06 INFO: Access Token has expired. Hence refreshing.
2019-06-25 10:42:17 INFO: Access Token has expired. Hence refreshing.
2019-06-25 12:52:03 INFO: Access Token has expired. Hence refreshing.
2019-06-25 13:57:36 INFO: Access Token has expired. Hence refreshing.
2019-06-25 15:00:42 INFO: Access Token has expired. Hence refreshing.
2019-06-25 16:11:00 INFO: Access Token has expired. Hence refreshing.
2019-06-25 17:11:06 INFO: Access Token has expired. Hence refreshing.
2019-06-26 00:00:02 INFO: Access Token has expired. Hence refreshing.
2019-06-26 09:54:48 INFO: Access Token has expired. Hence refreshing.
2019-06-26 11:14:52 INFO: Access Token has expired. Hence refreshing.
2019-06-26 12:28:31 INFO: Access Token has expired. Hence refreshing.
2019-06-26 13:28:46 INFO: Access Token has expired. Hence refreshing.
2019-06-26 14:29:07 INFO: Access Token has expired. Hence refreshing.
2019-06-26 15:50:33 INFO: Access Token has expired. Hence refreshing.
2019-06-26 16:51:21 INFO: Access Token has expired. Hence refreshing.
2019-06-26 18:12:38 INFO: Access Token has expired. Hence refreshing.
2019-06-27 08:01:14 INFO: Access Token has expired. Hence refreshing.
2019-06-27 09:08:04 INFO: Access Token has expired. Hence refreshing.
2019-06-27 10:09:12 INFO: Access Token has expired. Hence refreshing.
2019-06-27 11:18:10 INFO: Access Token has expired. Hence refreshing.
2019-06-27 12:55:57 INFO: Access Token has expired. Hence refreshing.
2019-06-27 13:58:56 INFO: Access Token has expired. Hence refreshing.
2019-06-27 15:00:17 INFO: Access Token has expired. Hence refreshing.
2019-06-27 16:46:52 INFO: Access Token has expired. Hence refreshing.
2019-06-27 18:18:57 INFO: Access Token has expired. Hence refreshing.
2019-06-27 19:26:55 INFO: Access Token has expired. Hence refreshing.
2019-06-27 21:04:49 INFO: Access Token has expired. Hence refreshing.
2019-06-28 10:09:43 INFO: Access Token has expired. Hence refreshing.
2019-06-28 11:17:53 INFO: Access Token has expired. Hence refreshing.
2019-06-28 12:24:14 INFO: Access Token has expired. Hence refreshing.
2019-06-28 13:36:00 INFO: Access Token has expired. Hence refreshing.
2019-06-28 14:36:06 INFO: Access Token has expired. Hence refreshing.
2019-06-28 15:38:12 INFO: Access Token has expired. Hence refreshing.
2019-06-28 16:45:45 INFO: Access Token has expired. Hence refreshing.
2019-06-28 19:07:50 INFO: Access Token has expired. Hence refreshing.
2019-06-28 21:08:58 INFO: Access Token has expired. Hence refreshing.
2019-06-29 08:00:21 INFO: Access Token has expired. Hence refreshing.
2019-06-30 00:00:02 INFO: Access Token has expired. Hence refreshing.
2019-06-30 13:07:14 INFO: Access Token has expired. Hence refreshing.
2019-06-30 14:25:21 INFO: Access Token has expired. Hence refreshing.
2019-07-01 00:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-01 08:13:06 INFO: Access Token has expired. Hence refreshing.
2019-07-01 09:45:23 INFO: Access Token has expired. Hence refreshing.
2019-07-01 10:54:23 INFO: Access Token has expired. Hence refreshing.
2019-07-01 11:56:08 INFO: Access Token has expired. Hence refreshing.
2019-07-01 13:03:36 INFO: Access Token has expired. Hence refreshing.
2019-07-01 14:23:06 INFO: Access Token has expired. Hence refreshing.
2019-07-01 15:26:20 INFO: Access Token has expired. Hence refreshing.
2019-07-01 16:28:02 INFO: Access Token has expired. Hence refreshing.
2019-07-01 17:29:13 INFO: Access Token has expired. Hence refreshing.
2019-07-01 18:29:58 INFO: Access Token has expired. Hence refreshing.
2019-07-01 20:18:36 INFO: Access Token has expired. Hence refreshing.
2019-07-01 23:02:45 INFO: Access Token has expired. Hence refreshing.
2019-07-02 08:47:42 INFO: Access Token has expired. Hence refreshing.
2019-07-02 10:00:00 INFO: Access Token has expired. Hence refreshing.
2019-07-02 11:02:41 INFO: Access Token has expired. Hence refreshing.
2019-07-02 12:04:23 INFO: Access Token has expired. Hence refreshing.
2019-07-02 13:34:21 INFO: Access Token has expired. Hence refreshing.
2019-07-02 14:46:55 INFO: Access Token has expired. Hence refreshing.
2019-07-02 15:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-02 16:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-02 17:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-02 19:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-02 20:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-02 21:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-02 22:05:04 INFO: Access Token has expired. Hence refreshing.
2019-07-02 23:05:04 INFO: Access Token has expired. Hence refreshing.
2019-07-03 00:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 01:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 02:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 03:20:02 INFO: Access Token has expired. Hence refreshing.
2019-07-03 04:20:03 INFO: Access Token has expired. Hence refreshing.
2019-07-03 05:20:04 INFO: Access Token has expired. Hence refreshing.
2019-07-03 06:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 07:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 08:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 09:30:02 INFO: Access Token has expired. Hence refreshing.
2019-07-03 10:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 11:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 12:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 13:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 14:50:24 INFO: Access Token has expired. Hence refreshing.
2019-07-03 15:54:20 INFO: Access Token has expired. Hence refreshing.
2019-07-03 16:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 18:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 19:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 20:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 21:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 22:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-03 23:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 00:25:02 INFO: Access Token has expired. Hence refreshing.
2019-07-04 01:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 02:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 03:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 04:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 05:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 06:50:02 INFO: Access Token has expired. Hence refreshing.
2019-07-04 07:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 09:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 10:01:21 INFO: Access Token has expired. Hence refreshing.
2019-07-04 11:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 12:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 13:10:02 INFO: Access Token has expired. Hence refreshing.
2019-07-04 14:10:03 INFO: Access Token has expired. Hence refreshing.
2019-07-04 15:11:02 INFO: Access Token has expired. Hence refreshing.
2019-07-04 16:11:28 INFO: Access Token has expired. Hence refreshing.
2019-07-04 17:11:49 INFO: Access Token has expired. Hence refreshing.
2019-07-04 18:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 19:15:02 INFO: Access Token has expired. Hence refreshing.
2019-07-04 20:20:02 INFO: Access Token has expired. Hence refreshing.
2019-07-04 21:22:56 INFO: Access Token has expired. Hence refreshing.
2019-07-04 22:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-04 23:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 00:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 01:35:02 INFO: Access Token has expired. Hence refreshing.
2019-07-05 02:35:03 INFO: Access Token has expired. Hence refreshing.
2019-07-05 03:35:03 INFO: Access Token has expired. Hence refreshing.
2019-07-05 04:35:05 INFO: Access Token has expired. Hence refreshing.
2019-07-05 05:40:02 INFO: Access Token has expired. Hence refreshing.
2019-07-05 06:40:02 INFO: Access Token has expired. Hence refreshing.
2019-07-05 07:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 08:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 09:50:02 INFO: Access Token has expired. Hence refreshing.
2019-07-05 10:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 12:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 13:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 14:05:05 INFO: Access Token has expired. Hence refreshing.
2019-07-05 15:09:36 INFO: Access Token has expired. Hence refreshing.
2019-07-05 16:09:54 INFO: Access Token has expired. Hence refreshing.
2019-07-05 17:09:54 INFO: Access Token has expired. Hence refreshing.
2019-07-05 18:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 19:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 20:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 21:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 22:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-05 23:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 00:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 01:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 02:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 03:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 04:55:02 INFO: Access Token has expired. Hence refreshing.
2019-07-06 05:55:03 INFO: Access Token has expired. Hence refreshing.
2019-07-06 06:55:04 INFO: Access Token has expired. Hence refreshing.
2019-07-06 08:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 09:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 10:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 11:15:02 INFO: Access Token has expired. Hence refreshing.
2019-07-06 12:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 13:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 14:30:02 INFO: Access Token has expired. Hence refreshing.
2019-07-06 15:30:03 INFO: Access Token has expired. Hence refreshing.
2019-07-06 16:35:02 INFO: Access Token has expired. Hence refreshing.
2019-07-06 17:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 18:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 19:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 20:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 22:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-06 23:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 00:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 01:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 02:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 03:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 04:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 05:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 06:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 07:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 08:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 09:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 10:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 12:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 13:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 14:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 15:10:02 INFO: Access Token has expired. Hence refreshing.
2019-07-07 16:10:03 INFO: Access Token has expired. Hence refreshing.
2019-07-07 17:10:04 INFO: Access Token has expired. Hence refreshing.
2019-07-07 18:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 19:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 20:25:06 INFO: Access Token has expired. Hence refreshing.
2019-07-07 21:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 22:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-07 23:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 00:40:02 INFO: Access Token has expired. Hence refreshing.
2019-07-08 01:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 02:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 03:50:02 INFO: Access Token has expired. Hence refreshing.
2019-07-08 04:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 05:55:02 INFO: Access Token has expired. Hence refreshing.
2019-07-08 06:55:03 INFO: Access Token has expired. Hence refreshing.
2019-07-08 08:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 09:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 10:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 11:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 12:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 13:21:25 INFO: Access Token has expired. Hence refreshing.
2019-07-08 14:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 15:25:02 INFO: Access Token has expired. Hence refreshing.
2019-07-08 16:25:03 INFO: Access Token has expired. Hence refreshing.
2019-07-08 17:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 18:30:02 INFO: Access Token has expired. Hence refreshing.
2019-07-08 19:30:02 INFO: Access Token has expired. Hence refreshing.
2019-07-08 20:30:04 INFO: Access Token has expired. Hence refreshing.
2019-07-08 21:35:06 INFO: Access Token has expired. Hence refreshing.
2019-07-08 22:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-08 23:40:02 INFO: Access Token has expired. Hence refreshing.
2019-07-09 00:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 01:45:02 INFO: Access Token has expired. Hence refreshing.
2019-07-09 02:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 03:50:02 INFO: Access Token has expired. Hence refreshing.
2019-07-09 04:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 06:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 07:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 08:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-09 09:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-09 10:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 11:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 12:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 13:20:02 INFO: Access Token has expired. Hence refreshing.
2019-07-09 14:20:02 INFO: Access Token has expired. Hence refreshing.
2019-07-09 15:20:03 INFO: Access Token has expired. Hence refreshing.
2019-07-09 16:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 17:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 18:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 19:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 20:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 21:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-09 22:45:02 INFO: Access Token has expired. Hence refreshing.
2019-07-09 23:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 00:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 02:00:02 INFO: Access Token has expired. Hence refreshing.
2019-07-10 03:00:02 INFO: Access Token has expired. Hence refreshing.
2019-07-10 04:00:03 INFO: Access Token has expired. Hence refreshing.
2019-07-10 05:00:04 INFO: Access Token has expired. Hence refreshing.
2019-07-10 06:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 07:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 08:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 09:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 10:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 11:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 12:32:09 INFO: Access Token has expired. Hence refreshing.
2019-07-10 13:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 14:37:44 INFO: Access Token has expired. Hence refreshing.
2019-07-10 15:40:02 INFO: Access Token has expired. Hence refreshing.
2019-07-10 16:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 17:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 18:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 20:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 21:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 22:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-10 23:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 00:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 01:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 02:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 03:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 04:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 05:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 06:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 07:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 08:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 10:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 11:04:30 INFO: Access Token has expired. Hence refreshing.
2019-07-11 12:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-11 13:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 14:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 15:10:02 INFO: Access Token has expired. Hence refreshing.
2019-07-11 16:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 17:15:50 INFO: Access Token has expired. Hence refreshing.
2019-07-11 18:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 19:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 20:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 21:25:06 INFO: Access Token has expired. Hence refreshing.
2019-07-11 22:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-11 23:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 00:35:02 INFO: Access Token has expired. Hence refreshing.
2019-07-12 01:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 02:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 03:45:02 INFO: Access Token has expired. Hence refreshing.
2019-07-12 04:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 05:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 07:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 08:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 09:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 10:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 11:10:04 INFO: Access Token has expired. Hence refreshing.
2019-07-12 12:11:36 INFO: Access Token has expired. Hence refreshing.
2019-07-12 13:14:26 INFO: Access Token has expired. Hence refreshing.
2019-07-12 14:14:27 INFO: Access Token has expired. Hence refreshing.
2019-07-12 15:15:02 INFO: Access Token has expired. Hence refreshing.
2019-07-12 16:18:25 INFO: Access Token has expired. Hence refreshing.
2019-07-12 17:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 18:22:35 INFO: Access Token has expired. Hence refreshing.
2019-07-12 19:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 20:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 21:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 22:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-12 23:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 00:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 01:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 02:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 04:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 05:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 06:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-13 07:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-13 08:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 09:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 10:20:02 INFO: Access Token has expired. Hence refreshing.
2019-07-13 11:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 12:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 13:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 14:35:02 INFO: Access Token has expired. Hence refreshing.
2019-07-13 15:35:02 INFO: Access Token has expired. Hence refreshing.
2019-07-13 16:35:03 INFO: Access Token has expired. Hence refreshing.
2019-07-13 17:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 18:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 19:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-13 20:50:02 INFO: Access Token has expired. Hence refreshing.
2019-07-13 21:50:03 INFO: Access Token has expired. Hence refreshing.
2019-07-13 22:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 00:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 01:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 02:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 03:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 04:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 05:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 06:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 07:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 08:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 09:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 10:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 11:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 13:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 14:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 15:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-14 16:05:03 INFO: Access Token has expired. Hence refreshing.
2019-07-14 17:05:04 INFO: Access Token has expired. Hence refreshing.
2019-07-14 18:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 19:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 20:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 21:20:02 INFO: Access Token has expired. Hence refreshing.
2019-07-14 22:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-14 23:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 00:25:02 INFO: Access Token has expired. Hence refreshing.
2019-07-15 01:25:03 INFO: Access Token has expired. Hence refreshing.
2019-07-15 02:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 03:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 04:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 05:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 06:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 07:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 08:50:02 INFO: Access Token has expired. Hence refreshing.
2019-07-15 09:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 10:55:02 INFO: Access Token has expired. Hence refreshing.
2019-07-15 11:55:02 INFO: Access Token has expired. Hence refreshing.
2019-07-15 13:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 14:00:02 INFO: Access Token has expired. Hence refreshing.
2019-07-15 15:00:03 INFO: Access Token has expired. Hence refreshing.
2019-07-15 16:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 17:06:57 INFO: Access Token has expired. Hence refreshing.
2019-07-15 18:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 19:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 20:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 21:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 22:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-15 23:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 00:30:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 01:35:02 INFO: Access Token has expired. Hence refreshing.
2019-07-16 02:35:02 INFO: Access Token has expired. Hence refreshing.
2019-07-16 03:35:03 INFO: Access Token has expired. Hence refreshing.
2019-07-16 04:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 05:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 06:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 07:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 09:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 10:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 11:07:28 INFO: Access Token has expired. Hence refreshing.
2019-07-16 12:07:43 INFO: Access Token has expired. Hence refreshing.
2019-07-16 13:10:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 14:15:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 15:16:18 INFO: Access Token has expired. Hence refreshing.
2019-07-16 16:17:53 INFO: Access Token has expired. Hence refreshing.
2019-07-16 17:20:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 18:25:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 19:25:26 INFO: Access Token has expired. Hence refreshing.
2019-07-16 20:30:02 INFO: Access Token has expired. Hence refreshing.
2019-07-16 21:35:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 22:40:01 INFO: Access Token has expired. Hence refreshing.
2019-07-16 23:40:02 INFO: Access Token has expired. Hence refreshing.
2019-07-17 00:45:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 01:50:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 02:55:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 04:00:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 05:05:01 INFO: Access Token has expired. Hence refreshing.
2019-07-17 06:05:02 INFO: Access Token has expired. Hence refreshing.
2019-07-17 07:05:03 INFO: Access Token has expired. Hence refreshing.
